,0
94,arizona silver report burro creek arizona silver corp said diamond drill burro creek mine properti locat mile southeast kingman ariz begun compani said report indic burro creek project area cover acr could potenti reserv three four mln ton gold silver miner drill site establish diamond drill program consist initi foot drill began octob compani said
95,linear film see lower fourth qtr net linear film inc said see lower earn fourth quarter end march compar year ago due lower profit margin stretch film price increas polyethelen resin key raw materi last year fourth quarter earn dlr ct share spokesman said compani said rais stretch film price six pct april reflect higher cost polyethelen resin also said sale volum stretch film fourth quarter lower anticip although return normal recent week
96,group lift stake smith intern group firm led hong kongbas industri equiti pacif ltd said increas stake smith intern inc common stock share pct total outstand pct file secur exchang commiss group said bought smith common share octob dlr dlr share reason given recent purchas
97,overland express inc year loss shr loss dlr v loss dlr net loss mln v loss rev mln v mln
98,u make conciliatori move rubber pact talk u drop insist floor price new intern natur rubber agreement inra revis downward certain circumst confer sourc said surpris conciliatori move u meet one produc main concern floor price lower indic price remain unchang said clear howev whether consum countri follow suit number particular britain west germani belgium appear strong reserv sourc ad group consum seek adjust lower indic price set malaysiansingapor cent kilo present pact buffer stock current tonn rise tonn sourc said question extent price adjust automat remain problem confer chairman manaspa xuto thailand hold consult produc consum throughout day consum group hold separ meet ahead consult within presid group tonight
99,minstar inc said still interest acquir borgwarn minstar inc said still interest acquir borgwarn
100,asset money market mutual fund rose mln dlr latest week asset money market mutual fund rose mln dlr latest week
101,champion product set pay date split champion product inc said twoforon stock split declar februari payabl april sharehold record april one
102,honeywel cite cost cut gain honeywel inc said gain pct first quarter oper earn result cost cut effort began last year honeywel report first quarter oper earn rose mln dlr ct share mln dlr ct period year ago better oper result compani three sector offset higher interest cost first quarter due financ decemb acquisit sperri aerospac share feder system subsidiari pretax profit honeywel bull inc honeywel said first quarter result show clear benefit restructur chairman edson spencer said busi produc better result last year even though see signific improv extern market environ said total order first quarter substanti sharp increas aerospac defens order addit new sperri aerospac group said domest industri autom control order modestli higher period said order honeywel home build autom control busi flat u intern market said intern order increas greatest strength europ honeywel said compani said yearend intend complet repurchas mln share remain five mln share buyback program began
103,season hotel inc year net oper shr ct v ct oper net v rev mln v mln note net exclud extraordinari gain mln dlr
104,translux set five pct stock dividend translux corp said board declar five pct stock dividend payabl april nine holder record march compani said director also declar regular quarterli dividend present outstand share class common payabl april nine holder record march said unchang dividend two ct paid common ct class b stock
105,rsi corp nd qtr feb net shr ct v ct net v rev mln v mln st half shr ct v ct net v rev mln v mln note share stock split net includ discontinu oper loss four ct shr v nil quarter loss seven ct v gain one ct half
106,barley sold saudi arabia usda privat export report sale tonn barley saudi arabia deliveri season u agricultur deapart said season barley begin today
107,west german bank slowli cut key save rate west german commerci bank cautious cut key save lend rate bank sourc said cut follow nearli two month bundesbank reduc lead interest rate far longer usual interim period deutsch bank ag spokesman said cut lead save rate privat custom region basi percentag point two pct dresdner bank ag commerzbank ag initi similar move bank fuer gemeinwirtschaft ag cut rate pct gener delay partli due commerci bank desir gaug custom reaction similar move region save bank fall custom save lower rate could reduc cheap refinanc avail bank forc draw rel expens fund sourc one economist german bank associ said volum save fund may substanti undercut lower save rate mani custom park fund save account hope reinvest higher yield futur said said may conflict bundesbank aim move fund rel shortterm deposit longerd secur reduc strong growth central bank money suppli aggreg aggreg show annual growth provision pct februari fourth quarter last year unchang januari growth rate outsid expand target rang three six pct bank far reduc lend rate privat custom though lend rate corpor custom begin declin
